original_url	type	wayback_url	status
https://agisoft.freshdesk.com/support/solutions/articles/31000161958	kb	https://web.archive.org/web/20260924074139/https://agisoft.freshdesk.com/support/solutions/articles/31000161958	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000161959	kb	https://web.archive.org/web/20260924074212/https://agisoft.freshdesk.com/support/solutions/articles/31000161959	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162008	kb	https://web.archive.org/web/20260924074236/https://agisoft.freshdesk.com/support/solutions/articles/31000162008	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162209	kb	https://web.archive.org/web/20260924074306/https://agisoft.freshdesk.com/support/solutions/articles/31000162209	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162210	kb	https://web.archive.org/web/20260924074325/https://agisoft.freshdesk.com/support/solutions/articles/31000162210	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162211	kb	https://web.archive.org/web/20260924074402/https://agisoft.freshdesk.com/support/solutions/articles/31000162211	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162212	kb	https://web.archive.org/web/20260514195442/https://agisoft.freshdesk.com/support/solutions/articles/31000162212	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162414	kb	https://web.archive.org/web/20260924074421/https://agisoft.freshdesk.com/support/solutions/articles/31000162414	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162464	kb	https://web.archive.org/web/20260924074456/https://agisoft.freshdesk.com/support/solutions/articles/31000162464	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162477	kb	https://web.archive.org/web/20260925130204/https://agisoft.freshdesk.com/support/solutions/articles/31000162477	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162552	kb	http://web.archive.org/web/20260924074551/https://agisoft.freshdesk.com/support/solutions/articles/31000162552	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162572	kb	https://web.archive.org/web/20260924074611/https://agisoft.freshdesk.com/support/solutions/articles/31000162572	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162602	kb	https://web.archive.org/web/20260924074647/https://agisoft.freshdesk.com/support/solutions/articles/31000162602	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162626	kb	https://web.archive.org/web/20260514195022/https://agisoft.freshdesk.com/support/solutions/articles/31000162626	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000162627	kb	https://web.archive.org/web/20260924074743/https://agisoft.freshdesk.com/support/solutions/articles/31000162627	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000163220	kb	http://web.archive.org/web/20260416210126/https://agisoft.freshdesk.com/support/solutions/articles/31000163220	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000163267	kb	https://web.archive.org/web/20260924074801/https://agisoft.freshdesk.com/support/solutions/articles/31000163267	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000163268	kb	https://web.archive.org/web/20260925130247/https://agisoft.freshdesk.com/support/solutions/articles/31000163268	LIVE
